1a4w,5.92
1bcu,3.28
1bhx,6.84
1c1u,8.25
1c1v,7.64
1c4u,10.37
1c4v,10.80
1c5n,4.70
1c5o,3.49
1d3d,9.09
1d3p,7.39
1d4p,6.30
1d6w,5.96
1d9i,9.11
1fpc,7.00
1g30,6.85
1g32,6.11
1ghv,4.35
1ghw,4.20
1ghy,8.10
1jwt,7.85
1k21,8.38
1k22,8.40
1mu6,8.38
1mu8,9.00
1mue,8.64
1nm6,10.05
1nt1,8.89
1o5g,4.96
1oyt,7.24
1qbv,5.39
1sb1,6.89
1sl3,11.85
1t4v,7.68
1ta2,8.52
1ta6,9.13
1tom,8.30
1uvt,7.64
1vzq,7.44
1w7g,5.10
1z71,9.18
1zgi,5.34
2bvr,3.70
2bvs,4.10
2bxt,8.52
2cf8,8.10
2cf9,7.82
2cn0,7.66
2jh0,8.70
2jh5,6.44
2jh6,7.77
2r2m,7.33
2zc9,6.74
2zda,8.40
2zfp,5.17
2zgx,6.74
2zo3,10.00
3bv9,5.36
3c1k,9.44
3da9,5.51
3dux,7.00
3f68,5.06
